2877	-7.17E-04	-1.43E+02
2902	-7.40E-04	-1.48E+02
2927	-7.61E-04	-1.52E+02
2952	-7.79E-04	-1.56E+02
2977	-7.90E-04	-1.58E+02
3002	-7.92E-04	-1.58E+02
3027	-7.85E-04	-1.57E+02
3052	-7.71E-04	-1.54E+02
3077	-7.51E-04	-1.50E+02
3102	-7.26E-04	-1.45E+02
3127	-6.99E-04	-1.40E+02
3152	-6.74E-04	-1.35E+02
3177	-6.51E-04	-1.30E+02
3202	-6.30E-04	-1.26E+02
3227	-6.09E-04	-1.22E+02
3252	-5.86E-04	-1.17E+02
3277	-5.61E-04	-1.12E+02
3302	-5.35E-04	-1.07E+02
3327	-5.05E-04	-1.01E+02
3352	-4.70E-04	-9.40E+01
3377	-4.32E-04	-8.64E+01
3402	-3.85E-04	-7.70E+01
3427	-3.36E-04	-6.72E+01
3452	-2.83E-04	-5.67E+01
3477	-2.13E-04	-4.26E+01
3502	-1.52E-04	-3.04E+01
3527	-1.24E-04	-2.48E+01
3552	-5.73E-05	-1.15E+01
3577	3.75E-05	7.49E+00
3602	1.15E-04	2.30E+01
3627	1.09E-04	2.19E+01
3652	3.54E-05	7.08E+00
3677	-7.16E-05	-1.43E+01
3702	-1.78E-04	-3.56E+01
3727	-2.70E-04	-5.40E+01
3752	-3.30E-04	-6.61E+01
3777	-3.83E-04	-7.67E+01
3802	-4.40E-04	-8.80E+01
3827	-4.66E-04	-9.32E+01
3852	-4.76E-04	-9.51E+01
3877	-4.77E-04	-9.53E+01
3902	-4.73E-04	-9.47E+01
3927	-4.68E-04	-9.35E+01
3952	-4.58E-04	-9.16E+01
3977	-4.49E-04	-8.98E+01
4002	-4.44E-04	-8.88E+01
4027	-4.55E-04	-9.11E+01
4052	-4.90E-04	-9.79E+01
4077	-5.58E-04	-1.12E+02
4102	-6.49E-04	-1.30E+02
4127	-7.59E-04	-1.52E+02
4152	-8.82E-04	-1.76E+02
4177	-1.02E-03	-2.03E+02
4202	-1.17E-03	-2.34E+02
4227	-1.34E-03	-2.68E+02
4252	-1.52E-03	-3.04E+02
4277	-1.76E-03	-3.51E+02
4302	-2.02E-03	-4.00E+02
4327	-2.38E-03	-4.00E+02
4352	-2.90E-03	-4.00E+02
4377	-3.88E-03	-4.00E+02
4402	-6.93E-03	-4.00E+02
4427	-1.46E-02	-4.03E+02
4452	-2.47E-02	-4.22E+02
4477	-3.61E-02	-4.41E+02
4502	-5.35E-02	-4.62E+02
4527	-7.27E-02	-4.76E+02
4552	-9.06E-02	-4.80E+02
4577	-1.06E-01	-4.76E+02
4602	-1.21E-01	-4.67E+02
4627	-0.135	-4.52E+02
4652	-0.14985	-4.30E+02
4677	-0.16527	-4.01E+02
4702	-0.18127	-3.64E+02
4727	-0.19725	-3.20E+02
1	-0.2	0.00E+00
