0	0	0
1	1.58E-05	0.23743
2	1.58E-05	0.23761
4	1.58E-05	0.23819
6	1.58E-05	0.23831
8	1.58E-05	0.23803
10	1.57E-05	0.23692
12	1.56E-05	0.23505
14	1.57E-05	0.2364
16	1.68E-05	0.25245
18	2.01E-05	0.30289
20	2.72E-05	0.40997
22	3.92E-05	0.58928
24	5.58E-05	0.83905
26	7.53E-05	1.1326
28	9.54E-05	1.4343
30	1.17E-04	1.7579
32	1.38E-04	2.0694
34	1.46E-04	2.1905
36	1.48E-04	2.2105
38	1.42E-04	2.1165
40	1.24E-04	1.8446
42	9.83E-05	1.4636
44	6.90E-05	1.0253
46	4.04E-05	5.98E-01
48	1.78E-05	0.26004
50	4.94E-06	6.79E-02
52	1.50E-06	1.64E-02
54	1.69E-06	1.94E-02
56	-4.19E-06	-6.87E-02
58	-2.73E-05	-0.41491
60	-8.06E-05	-1.2099
62	-1.78E-04	-1.8644
64	-3.25E-04	-2.8359
66	-4.94E-04	-4.2004
68	-6.51E-04	-5.69E+00
70	-7.83E-04	-7.0097
72	-8.56E-04	-7.9493
74	-9.30E-04	-8.6833
76	-9.56E-04	-8.9383
77	-9.55E-04	-8.9377
102	-9.38E-04	-8.7943
127	-8.92E-04	-8.3886
152	-8.17E-04	-7.7153
177	-7.15E-04	-6.7856
202	-5.87E-04	-5.6217
227	-4.47E-04	-4.33E+00
252	-3.05E-04	-3.0546
277	-1.85E-04	-1.9993
302	-1.00E-04	-1.29E+00
327	-6.09E-05	-0.95996
352	-7.75E-05	-1.0543
377	-1.30E-04	-1.4624
402	-2.02E-04	-2.0792
427	-2.85E-04	-2.8382
452	-3.76E-04	-3.67E+00
477	-4.66E-04	-4.4999
502	-5.51E-04	-5.2853
527	-6.32E-04	-6.0316
552	-7.01E-04	-6.6803
577	-7.43E-04	-7.0792
602	-7.35E-04	-7.0507
627	-6.69E-04	-6.4924
652	-5.44E-04	-5.3776
677	-3.43E-04	-3.58E+00
702	-8.02E-05	-1.20E+00
727	2.42E-04	3.3419
752	6.24E-04	8.7253
777	1.02E-03	13.331
802	1.42E-03	17.504
827	1.83E-03	20.83
852	2.31E-03	23.285
877	2.99E-03	24.137
902	3.96E-03	25.6
927	6.74E-03	0
